Name,Province,Country,Continent,Population rank (core city),Population rank (Primary Statistical Area),Distance to closest larger Chinese Metropolitan Area (KM),Power,Population MetropolitanArea,Population MetroPower,Rolling population total,Rolling % of Population Total,GDP per capita of Province,Distance from a foreign country (KM),Country population,Percent of country's population,Score,"If part of a larger city's transportation, city name",Closest City Name,Closest City Rank,Largest in Province?,Latitude,Longitude
Gujranwala,Punjab,Pakistan,Asia,,,,,"2,700,000",,"1,523,477,005",36.58%,,,209860000,,,,,,,32.15,74.15
Peshawar,KPK,Pakistan,Asia,,,,,"1,785,000",,"1,526,177,005",36.65%,,,209860000,,,,,,,34,71.55
Sargodha,Punjab,Pakistan,Asia,,,,,"1,550,000",,"1,527,962,005",36.69%,,,209860000,,,,,,,32.1,72.75
Quetta,Balochistan,Pakistan,Asia,,,,,"1,140,000",,"1,529,512,005",36.73%,,,209860000,,,,,,,30.15,67
Panama City,Panamá,Panama,North America,,,,,"1,713,070",,"1,713,070",,,,,,,,,,,9,-79.15
Asunción,,Paraguay,South America,,,,,"2,482,760",,,,,,,,,,,,,-25.25,-57.6
Lima,,Peru,South America,,,,,"9,904,727",,,,,,31826018,,,,,,,-12.05,-77
Katowice,,Poland,Europe,,,,,"2,190,000",,"1,544,752,562",37.10%,,,,,,,,,,50.3,19
Warsaw,,Poland,Europe,,,,,"1,720,000",,"1,546,942,562",37.15%,,,,,,,,,,52.2,21.1
Lodz,,Poland,Europe,,,,,"939,000",,"1,548,662,562",37.19%,,,,,,,,,,51.75,19.4
Gdansk,,Poland,Europe,,,,,"775,000",,"1,549,601,562",37.21%,,,,,,,,,,54.4,18.6
Krakow,,Poland,Europe,,,,,"760,000",,"1,550,376,562",37.23%,,,,,,,,,,50.1,19.9
Lisbon,,Portugal,Europe,,,,,"2,666,000",,"1,551,136,562",37.25%,,,,,,,,,,38.8,-9.1
Porto,,Portugal,Europe,,,,,"1,474,000",,"1,553,802,562",37.31%,,,,,,,,,,41.16,-8.6
Doha,,Qatar,Asia,,,,,"1,351,000",,"1,555,276,562",37.35%,,,,,,,,,,25.3,51.55
Bucharest,,Romania,Europe,,,,,"1,860,000",,"1,556,627,562",37.38%,,,,,,,,,,44.5,26.1
Moscow,Moscow,Russia,Europe,,,,,"11,503,501",,"1,558,487,562",37.43%,,,146854000,,,,,,,55.75,37.6
Saint Petersburg,Saint Petersburg,Russia,Europe,,,,,"4,879,566",,"1,569,991,063",37.70%,,,146854000,,,,,,,59.95,30.3
Novosibirsk,Novosibirsk Oblast,Russia,Asia,,,,,"1,473,754",,"1,574,870,629",37.82%,,,146854000,,,,,,,55.05,82.9
Yekaterinburg,Sverdlovsk,Russia,Europe,,,,,"1,349,772",,"1,576,344,383",37.85%,,,146854000,,,,,,,56.85,60.6
Nizhny Novgorod,Nizhny Novgorod,Russia,Europe,,,,,"1,250,619",,"1,577,694,155",37.89%,,,146854000,,,,,,,56.33,44
Samara,,Russia,Europe,,,,,"1,164,685",,"1,578,944,774",37.92%,,,146854000,,,,,,,53.2,50.1
Omsk,Omsk Oblast,Russia,Asia,,,,,"1,154,116",,"1,580,109,459",37.94%,,,146854000,,,,,,,55,73.4
Kazan,,Russia,Europe,,,,,"1,143,535",,"1,581,263,575",37.97%,,,146854000,,,,,,,55.8,49.1
Chelyabinsk,,Russia,Asia,,,,,"1,130,132",,"1,582,407,110",38.00%,,,146854000,,,,,,,55.15,61.4
Rostov-on-Don,,Russia,Europe,,,,,"1,089,261",,"1,583,537,242",38.03%,,,146854000,,,,,,,47.25,39.7
Ufa,,Russia,Europe,,,,,"1,062,319",,"1,584,626,503",38.05%,,,146854000,,,,,,,54.75,56
Volgograd,,Russia,Europe,,,,,"1,021,215",,"1,585,688,822",38.08%,,,146854000,,,,,,,48.7,44.5
Perm,,Russia,Europe,,,,,"991,162",,"1,586,710,037",38.10%,,,146854000,,,,,,,58,56.3
Krasnoyarsk,,Russia,Asia,,,,,"973,826",,"1,587,701,199",38.13%,,,146854000,,,,,,,56,93.1
Voronezh,,Russia,Europe,,,,,"889,680",,"1,588,675,025",38.15%,,,146854000,,,,,,,51.66666,39.2
Saratov,,Russia,Europe,,,,,"837,900",,"1,589,564,705",38.17%,,,146854000,,,,,,,51.5,46
Krasnodar,,Russia,Europe,,,,,"744,995",,"1,590,402,605",38.19%,,,146854000,,,,,,,45,38.95
Tolyatti,,Russia,Europe,,,,,"719,632",,"1,591,147,600",38.21%,,,146854000,,,,,,,53.5,49.5
Barnaul,Altai Krai,Russia,Asia,,,,,"612,401",,"1,591,867,232",38.23%,,,146854000,,,,,,,53.5,83.75
Vladivostok,Primorsky Krai,Russia,Asia,,,,,"592,034",,"1,592,479,633",38.24%,,,146854000,,,,,,,43.1,131.9
Irkutsk,Irkutsk Oblast,Russia,Asia,,,,,"587,891",,"1,593,071,667",38.26%,,,146854000,,,,,,,52.25,104.25
Khabarovsk,Khabarovsk Krai,Russia,Asia,,,,,"577,441",,"1,593,659,558",38.27%,,,146854000,,,,,,,48.45,135.1
Kemerovo,Kemerovo Oblast,Russia,Asia,,,,,"549,159",,"1,594,236,999",38.28%,,,146854000,,,,,,,55.3,86.06
Tomsk,Tomsk Oblast,Russia,Asia,,,,,"524,669",,"1,594,786,158",38.30%,,,146854000,,,,,,,56.5,85
Chita,Zabaykalsky Krai,Russia,Asia,,,,,"324,444",,"1,595,310,827",38.31%,,,146854000,,,,,,,52.05,113.45
Yakutsk,Sakha,Russia,Asia,,,,,"269,601",,"1,595,635,271",38.32%,,,146854000,,,,,,,62,129.7
Komsomolsk-on-Amur,,Russia,Asia,,,,,"263,906",,"1,595,904,872",38.32%,,,146854000,,,,,,,50.5,136.95
Blagoveshchensk,Amur Oblast,Russia,Asia,,,,,"214,309",,"1,596,168,778",38.33%,,,146854000,,,,,,,50.25,127.5
Petropavlovsk-Kamchtasky,Kamchatka,Russia,Asia,,,,,"181,728",,"1,596,383,087",38.34%,,,146854000,,,,,,,53,158.6
Ussuriysk,,Russia,Asia,,,,,"158,004",,"1,596,564,815",38.34%,,,146854000,,,,,,,43.8,132
Nakhodka,,Russia,Asia,,,,,"148,826",,"1,596,722,819",38.34%,,,146854000,,,,,,,42.85,132.9
Artyom,,Russia,Asia,,,,,"102,603",,"1,596,871,645",38.35%,,,146854000,,,,,,,43.3333,132.15
Magadan,Magadan,Russia,Asia,,,,,"95,982",,"1,596,974,248",38.35%,,,146854000,,,,,,,59.5,150.8
Birobidzhan,,Russia,Asia,,,,,"75,413",,"1,597,070,230",38.35%,,,146854000,,,,,,,48.8,132.9
Kigali,,Rwanda,Africa,,,,,"1,257,000",,,,,,,,,,,,,-2,30
Riyadh,,Saudi Arabia,Asia,,,,,"6,506,700",,"1,598,402,643",38.38%,,,32612641,,,,,,,24.6,46.7
Jeddah,,Saudi Arabia,Asia,,,,,"3,976,400",,"1,604,909,343",38.54%,,,32612641,,,,,,,21.5,39.15
Al-Ahsa,,Saudi Arabia,Asia,,,,,"2,100,000",,"1,608,885,743",38.64%,,,32612641,,,,,,,25.4,49.6
Mecca,,Saudi Arabia,Asia,,,,,"1,919,900",,"1,610,985,743",38.69%,,,32612641,,,,,,,21.4,39.8
Medina,,Saudi Arabia,Asia,,,,,"1,271,800",,"1,612,905,643",38.73%,,,32612641,,,,,,,24.25,39.6
Ta'if,,Saudi Arabia,Asia,,,,,"1,109,800",,"1,614,177,443",38.76%,,,32612641,,,,,,,21.45,40.3333
Dammam,,Saudi Arabia,Asia,,,,,"975,800",,"1,615,287,243",38.79%,,,32612641,,,,,,,26.4,50.1
Buraidah,,Saudi Arabia,Asia,,,,,"658,600",,"1,616,263,043",38.81%,,,32612641,,,,,,,26.33333,43.95
Khobar,,Saudi Arabia,Asia,,,,,"626,000",,"1,616,921,643",38.83%,,,32612641,,,,,,,26.3,50.2
Tabuk,,Saudi Arabia,Asia,,,,,"609,000",,"1,617,547,643",38.84%,,,32612641,,,,,,,28.4,36.55
Dakar,,Senegal,Africa,,,,,"3,520,000",,#REF!,#REF!,,,,,,,,,,15,-17
Belgrade,,Serbia,Europe,,,,,"1,680,000",,,,,,,,,,,,,,
Freetown,,Sierra Leone,Africa,,,,,"1,007,000",,"1,577,694,155",37.89%,,,,,,,,,,9,-13
Singapore,,Singapore,Asia,,,,,"5,607,300",,"1,624,363,643",39.01%,,,,,,,,,,1.3,103.8
Mogadishu,,Somalia,Africa,,,,,"2,138,000",,"1,595,635,271",38.32%,,,,,,,,,,2,45
Greater Johannesburg,,South Africa,Africa,,,,,"9,399,000",,,,,,56717000,,,,,,,-26,28
Cape Town,,South Africa,Africa,,,,,"3,660,000",,,,,,56717000,,,,,,,-34,18
Durban,,South Africa,Africa,,,,,"2,901,000",,,,,,56717000,,,,,,,-30,31
Pretoria,,South Africa,Africa,,,,,"2,059,000",,,,,,56717000,,,,,,,-26,28
Port Elizabeth,,South Africa,Africa,,,,,"1,179,000",,,,,,56717000,,,,,,,-34,26
Vereeniging,,South Africa,Africa,,,,,"1,155,000",,,,,,56717000,,,,,,,-27,28
East London,,South Africa,Africa,,,,,"755,200",,,,,,56717000,,,,,,,-33,28
Seoul,,South Korea,Asia,,,,,"25,514,000",,"1,653,217,143",39.70%,,,51446000,,,,,,,37.6,126.9
Busan,none,South Korea,Asia,,,,,"3,548,640",,"1,678,731,143",40.31%,,,51446000,,,,,,,35.15,129.0666
Incheon,none,South Korea,Asia,,,,,"2,808,286",,"1,682,279,783",40.40%,,,51446000,,,,,,,37.5,126.6
Daegu,none,South Korea,Asia,,,,,"2,508,563",,"1,685,088,069",40.47%,,,51446000,,,,,,,35.9,128.6
Daejeon,none,South Korea,Asia,,,,,"1,518,651",,"1,687,596,632",40.53%,,,51446000,,,,,,,36.5,127.5
Gwangju,none,South Korea,Asia,,,,,"1,466,516",,"1,689,115,283",40.56%,,,51446000,,,,,,,35.16,126.9
Ulsan,none,South Korea,Asia,,,,,"1,136,948",,"1,690,581,799",40.60%,,,51446000,,,,,,,35.55,129.33
Changwon,South Gyeongsang,South Korea,Asia,,,,,"1,091,733",,"1,691,718,747",40.62%,,,51446000,,,,,,,35.25,128.65
Cheongju,North Chungcheong,South Korea,Asia,,,,,"662,852",,"1,692,810,480",40.65%,,,51446000,,,,,,,36.6,127.5
Jeonju,North Jeolla,South Korea,Asia,,,,,"647,504",,"1,693,473,332",40.67%,,,51446000,,,,,,,35.8,127.15
Cheonan,South Chungcheong,South Korea,Asia,,,,,"574,148",,"1,694,120,836",40.68%,,,51446000,,,,,,,36.816667,127.1666667
Pohang,North Gyeongsang,South Korea,Asia,,,,,"517,322",,"1,694,694,984",40.70%,,,51446000,,,,,,,36,129.33333
Gimhae,South Gyeongsang,South Korea,Asia,,,,,"507,726",,"1,695,212,306",40.71%,,,51446000,,,,,,,35.25,128.9
Gumi,North Gyeongsang,South Korea,Asia,,,,,"413,893",,"1,695,720,032",40.72%,,,51446000,,,,,,,36.119469,128.344381
Jinju,South Gyeongsang,South Korea,Asia,,,,,"336,310",,"1,696,133,925",40.73%,,,51446000,,,,,,,35.2,128.1
Wonju,Gangwon,South Korea,Asia,,,,,"321,146",,"1,696,470,235",40.74%,,,51446000,,,,,,,37.3,127.9
Iksan,North Jeolla,South Korea,Asia,,,,,"308,458",,"1,696,791,381",40.75%,,,51446000,,,,,,,35.9,129.95
Yeosu,South Jeolla,South Korea,Asia,,,,,"292,627",,"1,697,099,839",40.75%,,,51446000,,,,,,,34.75,127.75
Gunsan,North Jeolla,South Korea,Asia,,,,,"276,538",,"1,697,392,466",40.76%,,,51446000,,,,,,,36,126.75
Asan,South Chungcheong,South Korea,Asia,,,,,"275,350",,"1,697,669,004",40.77%,,,51446000,,,,,,,36.8,127
Chuncheon,Gangwon,South Korea,Asia,,,,,"273,130",,"1,697,944,354",40.77%,,,51446000,,,,,,,,
Suncheon,South Jeolla,South Korea,Asia,,,,,"272,274",,"1,698,217,484",40.78%,,,51446000,,,,,,,,
Yangsan,South Gyeongsang,South Korea,Asia,,,,,"267,108",,"1,698,489,758",40.79%,,,51446000,,,,,,,,
Gyeongju,North Gyeongsang,South Korea,Asia,,,,,"265,028",,"1,698,756,866",40.79%,,,51446000,,,,,,,,
Mokpo,South Jeolla,South Korea,Asia,,,,,"244,256",,"1,699,021,894",40.80%,,,51446000,,,,,,,,
Gyeongsan,North Gyeongsang,South Korea,Asia,,,,,"243,746",,"1,699,266,150",40.81%,,,51446000,,,,,,,,
Geoje,South Gyeongsang,South Korea,Asia,,,,,"232,891",,"1,699,509,896",40.81%,,,51446000,,,,,,,,
Gangneung,Gangwon,South Korea,Asia,,,,,"217,494",,"1,699,742,787",40.82%,,,51446000,,,,,,,,
Chungju,North Chungcheong,South Korea,Asia,,,,,"208,266",,"1,699,960,281",40.82%,,,51446000,,,,,,,36.95,127.95
Andong,North Gyeongsang,South Korea,Asia,,,,,"168,009",,"1,700,168,547",40.83%,,,51446000,,,,,,,,
Seosan,South Chungcheong,South Korea,Asia,,,,,"161,610",,"1,700,336,556",40.83%,,,51446000,,,,,,,,
Dangjin,South Chungcheong,South Korea,Asia,,,,,"151,013",,"1,700,498,166",40.84%,,,51446000,,,,,,,,
Gwangyang,South Jeolla,South Korea,Asia,,,,,"150,565",,"1,700,649,179",40.84%,,,51446000,,,,,,,,
Tongyeong,South Gyeongsang,South Korea,Asia,,,,,"140,140",,"1,700,799,744",40.84%,,,51446000,,,,,,,,
Jecheon,North Chungcheong,South Korea,Asia,,,,,"137,317",,"1,700,939,884",40.85%,,,51446000,,,,,,,37.1,128.25
Gimcheon,North Gyeongsang,South Korea,Asia,,,,,"135,421",,"1,701,077,201",40.85%,,,51446000,,,,,,,,
Nonsan,South Chungcheong,South Korea,Asia,,,,,"127,056",,"1,701,212,622",40.85%,,,51446000,,,,,,,,
Gongju,South Chungcheong,South Korea,Asia,,,,,"124,359",,"1,701,339,678",40.86%,,,51446000,,,,,,,,
Sejong,none,South Korea,Asia,,,,,"122,263",,"1,701,464,037",40.86%,,,51446000,,,,,,,,
Jeongeup,North Jeolla,South Korea,Asia,,,,,"120,114",,"1,701,586,300",40.86%,,,51446000,,,,,,,,
Sacheon,South Gyeongsang,South Korea,Asia,,,,,"114,654",,"1,701,706,414",40.86%,,,51446000,,,,,,,,
Yeongju,North Gyeongsang,South Korea,Asia,,,,,"114,446",,"1,701,821,068",40.87%,,,51446000,,,,,,,,
Miryang,South Gyeongsang,South Korea,Asia,,,,,"109,087",,"1,701,935,514",40.87%,,,51446000,,,,,,,,
Boryeong,South Chungcheong,South Korea,Asia,,,,,"106,106",,"1,702,044,601",40.87%,,,51446000,,,,,,,,
Sangju,North Gyeongsang,South Korea,Asia,,,,,"104,652",,"1,702,150,707",40.88%,,,51446000,,,,,,,,
Yeongcheon,North Gyeongsang,South Korea,Asia,,,,,"103,174",,"1,702,255,359",40.88%,,,51446000,,,,,,,,
Donghae,Gangwon,South Korea,Asia,,,,,"94,617",,"1,702,358,533",40.88%,,,51446000,,,,,,,,
Gimje,North Jeolla,South Korea,Asia,,,,,"92,911",,"1,702,453,150",40.88%,,,51446000,,,,,,,,
Sokcho,Gangwon,South Korea,Asia,,,,,"88,723",,"1,702,546,061",40.88%,,,51446000,,,,,,,,
Naju,South Jeolla,South Korea,Asia,,,,,"88,094",,"1,702,634,784",40.89%,,,51446000,,,,,,,,
Namwon,North Jeolla,South Korea,Asia,,,,,"87,367",,"1,702,722,878",40.89%,,,51446000,,,,,,,,
Mungyeong,North Gyeongsang,South Korea,Asia,,,,,"76,045",,"1,702,810,245",40.89%,,,51446000,,,,,,,,
Samcheok,Gangwon,South Korea,Asia,,,,,"71,825",,"1,702,886,290",40.89%,,,51446000,,,,,,,,
Taebaek,Gangwon,South Korea,Asia,,,,,"49,837",,"1,702,958,115",40.89%,,,51446000,,,,,,,,
Gyeryong,South Chungcheong,South Korea,Asia,,,,,"42,427",,"1,703,007,952",40.90%,,,51446000,,,,,,,,
Juba,,South Sudan,Africa,,,,,"492,970",,"1,699,021,894",40.80%,,,,,,,,,,5,32
Madrid,,Spain,Europe,,,,,"6,600,000",,"1,703,543,349",40.91%,,,46528966,,,,,,,40.33333,-3.85
Barcelona,,Spain,Europe,,,,,"5,355,000",,"1,710,143,349",41.07%,,,,,,,,,,41.25,2.1
Valencia,,Spain,Europe,,,,,"1,561,000",,"1,715,498,349",41.20%,,,,,,,,,,39.5,-0.3333
Sevilla,,Spain,Europe,,,,,"1,533,230",,"1,717,059,349",41.23%,,,,,,,,,,37.4,6.1
Malaga,,Spain,Europe,,,,,"953,251",,"1,718,592,579",41.27%,,,,,,,,,,36.7,-4.4
Bilbao,,Spain,Europe,,,,,"750,000",,"1,719,545,830",41.29%,,,,,,,,,,43.25,-3
Khartoum-Omdurman,,Sudan,Africa,,,,,"5,129,000",,#REF!,#REF!,,,,,,,,,,16,33
Stockholm,,Sweden,Europe,,,,,"1,630,000",,"1,725,424,830",41.43%,,,,,,,,,,59.2,18
Aleppo,,Syria,Asia,,,,,"2,132,100",,"1,727,054,830",41.47%,,,,,,,,,,36.2,37.15
Damascus,,Syria,Asia,,,,,"1,414,913",,"1,729,186,930",41.52%,,,,,,,,,,33.5,36.3
Homs,,Syria,Asia,,,,,"652,609",,"1,730,601,843",41.56%,,,,,,,,,,34.75,36.7
Latakia,,Syria,Asia,,,,,"383,786",,"1,731,254,452",41.57%,,,,,,,,,,35.5,35.8
Hama,,Syria,Asia,,,,,"312,994",,"1,731,638,238",41.58%,,,,,,,,,,35.15,36.75
Dushanbe,,Tajikistan,Asia,,,,,"1,051,200",,"1,731,951,232",41.59%,,,,,,,,,,38.5,68.75
Dar es Salaam,,Tanzania,Africa,,,,,"5,116,000",,,,,,,,,,,,,-7,39
Mwanza,,Tanzania,Africa,,,,,"706,543",,"1,702,358,533",40.88%,,,,,,,,,,3,33
Bangkok,,Thailand,Asia,,,,,"14,565,547",,"1,738,824,975",41.76%,,,66061000,,,,,,,13.75,100.5
Lome,,Togo,Africa,,,,,"1,570,283",,"1,701,586,300",40.86%,,,,,,,,,,6,1
Tunis,,Tunisia,Africa,,,,,"1,993,000",,"1,756,953,805",42.19%,,,,,,,,,,37,10
İstanbul,,Turkey,Asia/Europe,,,,,"14,377,018",,"1,756,953,805",42.19%,,,79814000,,,,,,,41,28.95
Ankara,,Turkey,Asia,,,,,"5,152,072",,"1,771,330,823",42.54%,,,79814000,,,,,,,39.9,32.85
İzmir,,Turkey,Asia,,,,,"4,113,072",,"1,776,482,895",42.66%,,,79814000,,,,,,,38.7,27.25
Bursa,,Turkey,Asia,,,,,"2,787,539",,"1,780,595,967",42.76%,,,79814000,,,,,,,40.2,29.05
Antalya,,Turkey,Asia,,,,,"2,222,562",,"1,783,383,506",42.83%,,,79814000,,,,,,,35.9,30.7
Adana,,Turkey,Asia,,,,,"2,165,595",,"1,785,606,068",42.88%,,,79814000,,,,,,,37,35.3
Konya,,Turkey,Asia,,,,,"2,108,808",,"1,787,771,663",42.93%,,,79814000,,,,,,,37.85,32.5
Gaziantep,,Turkey,Asia,,,,,"1,889,466",,"1,789,880,471",42.98%,,,79814000,,,,,,,37.0666,37.4
Şanlıurfa,,Turkey,Asia,,,,,"1,845,667",,"1,791,769,937",43.03%,,,79814000,,,,,,,37.15,38.8
Kocaeli[Note 2],,Turkey,Asia,,,,,"1,722,795",,"1,793,615,604",43.07%,,,79814000,,,,,,,40.75,29.9
Mersin[Note 1],,Turkey,Asia,,,,,"1,722,255",,"1,795,338,399",43.11%,,,79814000,,,,,,,36.8,34.6
Diyarbakır,,Turkey,Asia,,,,,"1,635,048",,"1,797,060,654",43.15%,,,79814000,,,,,,,37.91,40.24
Hatay,,Turkey,Asia,,,,,"1,519,836",,"1,798,695,702",43.19%,,,79814000,,,,,,,36.4,36.15
Manisa,Manisa,Turkey,Asia,,,,,"1,367,905",,"1,800,215,538",43.23%,,,79814000,,,,,,,38.6,27.4
Kayseri,,Turkey,Asia,,,,,"1,322,376",,"1,801,583,443",43.26%,,,79814000,,,,,,,38.75,35.5
Samsun,,Turkey,Asia,,,,,"1,269,989",,"1,802,905,819",43.29%,,,79814000,,,,,,,41.25,36.33333
Balıkesir,,Turkey,Asia,,,,,"1,189,057",,"1,804,175,808",43.33%,,,79814000,,,,,,,39.6,27.9
Van,,Turkey,Asia,,,,,"1,089,542",,"1,805,364,865",43.35%,,,79814000,,,,,,,38.5,43.4
Kahramanmaraş,,Turkey,Asia,,,,,"1,089,038",,"1,806,454,407",43.38%,,,79814000,,,,,,,37.5,36.9
Aydın,,Turkey,Asia,,,,,"1,041,579",,"1,807,543,445",43.41%,,,79814000,,,,,,,37.85,27.85
Denizli,,Turkey,Asia,,,,,"978,700",,"1,808,585,024",43.43%,,,79814000,,,,,,,37.75,29.1
Ashgabat,,Turkmenistan,Asia,,,,,"1,031,992",,"1,809,563,724",43.45%,,,,,,,,,,37.95,58.4
Kampala,,Uganda,Africa,,,,,"1,936,000",,,,,,,,,,,,,0,33
Kiev,,Ukraine,Europe,,,,,"3,375,000",,,,,,,,,,,,,,
Dubai,,United Arab Emirates,Asia,,,,,"2,665,978",,"1,815,906,716",43.61%,,,,,,,,,,25.25,55.3
Abu Dhabi,,United Arab Emirates,Asia,,,,,"1,500,000",,"1,818,572,694",43.67%,,,,,,,,,,24.5,54.4
Sharjah,,United Arab Emirates,Asia,,,,,"719,100",,"1,820,072,694",43.71%,,,,,,,,,,25.35,55.4
Al Ain,,United Arab Emirates,Asia,,,,,"650,000",,"1,820,791,794",43.72%,,,,,,,,,,24.2,55.75
London,,United Kingdom,Europe,,,,,"12,200,000",,"1,821,441,794",43.74%,,,65648000,,,,,,,51.5,0
Manchester,,United Kingdom,Europe,,,,,"2,639,000",,"1,833,641,794",44.03%,,,65648000,,,,,,,53.5,-2.25
Birmingham,,United Kingdom,Europe,,,,,"2,512,000",,"1,836,280,794",44.10%,,,65648000,,,,,,,52.5,-1.9
Leeds,,United Kingdom,Europe,,,,,"1,893,000",,"1,838,792,794",44.16%,,,65648000,,,,,,,53.8,-1.6
Glasgow,,United Kingdom,Europe,,,,,"1,182,000",,"1,840,685,794",44.20%,,,65648000,,,,,,,55.85,-4.3333
Liverpool,,United Kingdom,Europe,,,,,"864,000",,"1,841,867,794",44.23%,,,65648000,,,,,,,53.4,-3
South Hampshire,,United Kingdom,Europe,,,,,"856,000",,"1,842,731,794",44.25%,,,65648000,,,,,,,50.8,-1.2
Newcastle upon Tyne,,United Kingdom,Europe,,,,,"780,000",,"1,843,587,794",44.27%,,,65648000,,,,,,,55,-1.5
Nottingham,,United Kingdom,Europe,,,,,"730,000",,"1,844,367,794",44.29%,,,65648000,,,,,,,52.95,-1.25
New York,New York,United States,North America,,,,,"23,362,099",#VALUE!,"23,362,099",#VALUE!,#REF!,#REF!,326253000,,1,1,4,"59,414",557,40.7,-74
Los Angeles,California,United States,North America,,,,,"18,238,998",#VALUE!,"18,238,998",#VALUE!,#REF!,#REF!,326253000,,1,1,24,"51,374",215,34,-118.25
Chicago,Illinois,United States,North America,,,,,"9,899,902",#VALUE!,"9,899,902",#VALUE!,#REF!,#REF!,326253000,,1,1,4,"50,058",510,42,-87.75
Washington/Baltimore,DC,United States,North America,,,,,"9,331,587",#VALUE!,"9,331,587",#VALUE!,#REF!,#REF!,326253000,,1,1,21,"156,367",100,39,-77
San Jose/San Francisco,California,United States,North America,,,,,"8,370,967",#VALUE!,"8,370,967",#VALUE!,#REF!,#REF!,326253000,,1,1,200,"51,374",200,37.75,-122.5
Boston,Massachusetts,United States,North America,,,,,"7,991,371",#VALUE!,"7,991,371",#VALUE!,#REF!,#REF!,326253000,,1,1,51,"57,332",300,42.5,-71
Philadelphia,Pennsylvania,United States,North America,,,,,"7,129,428",#VALUE!,"7,129,428",#VALUE!,#REF!,#REF!,326253000,,2,1,8,"45,170",,40,-75
Dallas (Fort Worth),Texas,United States,North America,,,,,"6,700,991",#VALUE!,"6,700,991",#VALUE!,#REF!,#REF!,326253000,,-1,-1,58,"47,027",388,32.75,-96.75
Miami,Florida,United States,North America,,,,,"6,375,434",#VALUE!,"6,375,434",#VALUE!,#REF!,#REF!,326253000,,2,-1,44,"39,563",1,25.75,-80.25
Houston,Texas,United States,North America,,,,,"6,177,035",#VALUE!,"6,177,035",#VALUE!,#REF!,#REF!,326253000,,-1,-1,17,"47,027",,29.75,-95.5
Atlanta,Georgia,United States,North America,,,,,"6,092,295",#VALUE!,"6,092,295",#VALUE!,#REF!,#REF!,326253000,,-1,-1,20,"41,223",190,33.75,-84.5
Detroit,Michigan,United States,North America,,,,,"5,311,449",#VALUE!,"5,311,449",#VALUE!,#REF!,#REF!,326253000,,1,1,200,"37,708",,42.5,-83
Seattle,Washington,United States,North America,,,,,"4,399,332",#VALUE!,"4,399,332",#VALUE!,#REF!,#REF!,326253000,,1,1,46,"45,135",60,47.5,-122.25
Phoenix,Arizona,United States,North America,,,,,"4,329,534",#VALUE!,"4,329,534",#VALUE!,#REF!,#REF!,326253000,,-1,-1,139,"40,305",,33.5,-112
Minneapolis,Minnesota,United States,North America,,,,,"3,759,978",#VALUE!,"3,759,978",#VALUE!,#REF!,#REF!,326253000,,1,1,68,"49,972",,45,-93.25
Cleveland,Ohio,United States,North America,,,,,"3,497,711",#VALUE!,"3,497,711",#VALUE!,#REF!,#REF!,326253000,,2,-1,37,"41,871",,41.5,-81.75
Denver,Colorado,United States,North America,,,,,"3,214,218",#VALUE!,"3,214,218",#VALUE!,#REF!,#REF!,326253000,,1,1,83,"50,752",50,39.75,-105
San Diego,California,United States,North America,,,,,"3,177,063",#VALUE!,"3,177,063",#VALUE!,#REF!,#REF!,326253000,,1,1,38,"51,374",,32.75,-117
Portland,Oregon,United States,North America,,,,,"2,992,924",#VALUE!,"2,992,924",#VALUE!,#REF!,#REF!,326253000,,1,1,200,"43,622",,45.5,-122.75
Orlando,Florida,United States,North America,,,,,"2,920,603",#VALUE!,"2,920,603",#VALUE!,#REF!,#REF!,326253000,,2,-1,174,"39,563",,28.5,-81.25
St. Louis,Missouri,United States,North America,,,,,"2,900,605",#VALUE!,"2,900,605",#VALUE!,#REF!,#REF!,326253000,,-1,-1,14,"41,041",,38.5,-90.25
Tampa,Florida,United States,North America,,,,,"2,842,878",#VALUE!,"2,842,878",#VALUE!,#REF!,#REF!,326253000,,2,-1,170,"39,563",,28,-82.5
Pittsburgh,Pennsylvania,United States,North America,,,,,"2,661,369",#VALUE!,"2,661,369",#VALUE!,#REF!,#REF!,326253000,,2,-1,23,"45,170",,40.5,-80
Sacramento,California,United States,North America,,,,,"2,462,722",#VALUE!,"2,462,722",#VALUE!,#REF!,#REF!,326253000,,1,1,200,"51,374",,38.5,-121.5
Charlotte,North Carolina,United States,North America,,,,,"2,454,619",#VALUE!,"2,454,619",#VALUE!,#REF!,#REF!,326253000,,-1,-1,199,"42,190",,35.25,-81
Kansas City,Missouri,United States,North America,,,,,"2,376,631",#VALUE!,"2,376,631",#VALUE!,#REF!,#REF!,326253000,,-1,-1,179,"41,041",,39,-94.5
Salt Lake City,Utah,United States,North America,,,,,"2,350,274",#VALUE!,"2,350,274",#VALUE!,#REF!,#REF!,326253000,,-1,-1,125,"39,563",,40.75,-112
Columbus,Ohio,United States,North America,,,,,"2,348,495",#VALUE!,"2,348,495",#VALUE!,#REF!,#REF!,326253000,,2,-1,56,"41,871",,40,-83
Indianapolis,Indiana,United States,North America,,,,,"2,310,360",#VALUE!,"2,310,360",#VALUE!,#REF!,#REF!,326253000,,-1,-1,200,"41,062",,39.75,-86.25
Las Vegas,Nevada,United States,North America,,,,,"2,247,056",#VALUE!,"2,247,056",#VALUE!,#REF!,#REF!,326253000,,2,-1,200,"46,818",,36.25,-115
