CSA,CBSA,MDIV,STCOU,NAME,LSAD,CENSUS2010POP,ESTIMATESBASE2010,POPESTIMATE2010,POPESTIMATE2011,POPESTIMATE2012,POPESTIMATE2013,POPESTIMATE2014,POPESTIMATE2015,POPESTIMATE2016,NPOPCHG2010,NPOPCHG2011,NPOPCHG2012,NPOPCHG2013,NPOPCHG2014,NPOPCHG2015,NPOPCHG2016,BIRTHS2010,BIRTHS2011,BIRTHS2012,BIRTHS2013,BIRTHS2014,BIRTHS2015,BIRTHS2016,DEATHS2010,DEATHS2011,DEATHS2012,DEATHS2013,DEATHS2014,DEATHS2015,DEATHS2016,NATURALINC2010,NATURALINC2011,NATURALINC2012,NATURALINC2013,NATURALINC2014,NATURALINC2015,NATURALINC2016,INTERNATIONALMIG2010,INTERNATIONALMIG2011,INTERNATIONALMIG2012,INTERNATIONALMIG2013,INTERNATIONALMIG2014,INTERNATIONALMIG2015,INTERNATIONALMIG2016,DOMESTICMIG2010,DOMESTICMIG2011,DOMESTICMIG2012,DOMESTICMIG2013,DOMESTICMIG2014,DOMESTICMIG2015,DOMESTICMIG2016,NETMIG2010,NETMIG2011,NETMIG2012,NETMIG2013,NETMIG2014,NETMIG2015,NETMIG2016,RESIDUAL2010,RESIDUAL2011,RESIDUAL2012,RESIDUAL2013,RESIDUAL2014,RESIDUAL2015,RESIDUAL2016
184,17460,,39103,"Medina County, OH",County or equivalent,172332,172333,172543,173463,173669,174616,175873,176334,177221,210,920,206,947,1257,461,887,445,1810,1759,1669,1819,1877,1868,382,1287,1422,1423,1326,1470,1441,63,523,337,246,493,407,427,36,109,90,74,82,87,84,125,291,-215,540,679,-173,361,161,400,-125,614,761,-86,445,-14,-3,-6,87,3,140,15
184,35420,,,"New Philadelphia-Dover, OH",Micropolitan Statistical Area,92582,92582,92560,92514,92452,92683,92637,92702,92420,-22,-46,-62,231,-46,65,-282,273,1073,1131,1126,1084,1153,1123,257,942,978,1032,1018,981,1010,16,131,153,94,66,172,113,14,99,56,58,60,63,63,-56,-259,-275,34,-108,-181,-395,-42,-160,-219,92,-48,-118,-332,4,-17,4,45,-64,11,-63
184,35420,,39157,"Tuscarawas County, OH",County or equivalent,92582,92582,92560,92514,92452,92683,92637,92702,92420,-22,-46,-62,231,-46,65,-282,273,1073,1131,1126,1084,1153,1123,257,942,978,1032,1018,981,1010,16,131,153,94,66,172,113,14,99,56,58,60,63,63,-56,-259,-275,34,-108,-181,-395,-42,-160,-219,92,-48,-118,-332,4,-17,4,45,-64,11,-63
184,35940,,,"Norwalk, OH",Micropolitan Statistical Area,59626,59626,59578,59395,59243,58832,58639,58366,58439,-48,-183,-152,-411,-193,-273,73,167,733,713,734,749,722,728,153,524,605,584,600,563,564,14,209,108,150,149,159,164,8,33,7,13,14,15,14,-70,-415,-269,-589,-349,-437,-109,-62,-382,-262,-576,-335,-422,-95,0,-10,2,15,-7,-10,4
184,35940,,39077,"Huron County, OH",County or equivalent,59626,59626,59578,59395,59243,58832,58639,58366,58439,-48,-183,-152,-411,-193,-273,73,167,733,713,734,749,722,728,153,524,605,584,600,563,564,14,209,108,150,149,159,164,8,33,7,13,14,15,14,-70,-415,-269,-589,-349,-437,-109,-62,-382,-262,-576,-335,-422,-95,0,-10,2,15,-7,-10,4
184,41780,,,"Sandusky, OH",Micropolitan Statistical Area,77079,77079,77036,76664,76455,76132,75876,75471,75107,-43,-372,-209,-323,-256,-405,-364,210,789,757,813,812,773,775,259,892,912,934,865,933,912,-49,-103,-155,-121,-53,-160,-137,6,24,34,38,44,47,46,5,-250,-82,-301,-221,-374,-204,11,-226,-48,-263,-177,-327,-158,-5,-43,-6,61,-26,82,-69
184,41780,,39043,"Erie County, OH",County or equivalent,77079,77079,77036,76664,76455,76132,75876,75471,75107,-43,-372,-209,-323,-256,-405,-364,210,789,757,813,812,773,775,259,892,912,934,865,933,912,-49,-103,-155,-121,-53,-160,-137,6,24,34,38,44,47,46,5,-250,-82,-301,-221,-374,-204,11,-226,-48,-263,-177,-327,-158,-5,-43,-6,61,-26,82,-69
185,,,,"Cleveland-Indianola, MS",Combined Statistical Area,63595,63533,63040,62345,62476,61987,61315,60272,59144,-493,-695,131,-489,-672,-1043,-1128,215,961,925,864,822,797,763,113,729,715,700,747,688,714,102,232,210,164,75,109,49,2,-1,7,8,10,12,12,-625,-967,-80,-663,-750,-1203,-1168,-623,-968,-73,-655,-740,-1191,-1156,28,41,-6,2,-7,39,-21
185,17380,,,"Cleveland, MS",Micropolitan Statistical Area,34145,34148,34089,33830,34059,34046,33883,33349,32737,-59,-259,229,-13,-163,-534,-612,125,590,569,544,489,473,452,75,402,423,401,442,404,429,50,188,146,143,47,69,23,1,-1,6,9,11,13,13,-110,-465,79,-159,-204,-644,-629,-109,-466,85,-150,-193,-631,-616,0,19,-2,-6,-17,28,-19
185,17380,,28011,"Bolivar County, MS",County or equivalent,34145,34148,34089,33830,34059,34046,33883,33349,32737,-59,-259,229,-13,-163,-534,-612,125,590,569,544,489,473,452,75,402,423,401,442,404,429,50,188,146,143,47,69,23,1,-1,6,9,11,13,13,-110,-465,79,-159,-204,-644,-629,-109,-466,85,-150,-193,-631,-616,0,19,-2,-6,-17,28,-19
185,26940,,,"Indianola, MS",Micropolitan Statistical Area,29450,29385,28951,28515,28417,27941,27432,26923,26407,-434,-436,-98,-476,-509,-509,-516,90,371,356,320,333,324,311,38,327,292,299,305,284,285,52,44,64,21,28,40,26,1,0,1,-1,-1,-1,-1,-515,-502,-159,-504,-546,-559,-539,-514,-502,-158,-505,-547,-560,-540,28,22,-4,8,10,11,-2
185,26940,,28133,"Sunflower County, MS",County or equivalent,29450,29385,28951,28515,28417,27941,27432,26923,26407,-434,-436,-98,-476,-509,-509,-516,90,371,356,320,333,324,311,38,327,292,299,305,284,285,52,44,64,21,28,40,26,1,0,1,-1,-1,-1,-1,-515,-502,-159,-504,-546,-559,-539,-514,-502,-158,-505,-547,-560,-540,28,22,-4,8,10,11,-2
188,,,,"Clovis-Portales, NM",Combined Statistical Area,68222,68216,68966,70160,71031,70570,70568,69280,69362,750,1194,871,-461,-2,-1288,82,293,1239,1245,1185,1274,1169,1160,115,531,550,552,483,550,548,178,708,695,633,791,619,612,58,110,370,225,208,266,192,489,356,-208,-1309,-1013,-2181,-691,547,466,162,-1084,-805,-1915,-499,25,20,14,-10,12,8,-31
188,17580,,,"Clovis, NM",Micropolitan Statistical Area,48376,48376,48959,49699,50690,50574,50969,50206,50280,583,740,991,-116,395,-763,74,216,955,950,909,959,869,875,72,373,388,385,357,408,403,144,582,562,524,602,461,472,53,98,353,207,184,239,164,365,53,65,-842,-385,-1465,-535,418,151,418,-635,-201,-1226,-371,21,7,11,-5,-6,2,-27
188,17580,,35009,"Curry County, NM",County or equivalent,48376,48376,48959,49699,50690,50574,50969,50206,50280,583,740,991,-116,395,-763,74,216,955,950,909,959,869,875,72,373,388,385,357,408,403,144,582,562,524,602,461,472,53,98,353,207,184,239,164,365,53,65,-842,-385,-1465,-535,418,151,418,-635,-201,-1226,-371,21,7,11,-5,-6,2,-27
188,38780,,,"Portales, NM",Micropolitan Statistical Area,19846,19840,20007,20461,20341,19996,19599,19074,19082,167,454,-120,-345,-397,-525,8,77,284,295,276,315,300,285,43,158,162,167,126,142,145,34,126,133,109,189,158,140,5,12,17,18,24,27,28,124,303,-273,-467,-628,-716,-156,129,315,-256,-449,-604,-689,-128,4,13,3,-5,18,6,-4
188,38780,,35041,"Roosevelt County, NM",County or equivalent,19846,19840,20007,20461,20341,19996,19599,19074,19082,167,454,-120,-345,-397,-525,8,77,284,295,276,315,300,285,43,158,162,167,126,142,145,34,126,133,109,189,158,140,5,12,17,18,24,27,28,124,303,-273,-467,-628,-716,-156,129,315,-256,-449,-604,-689,-128,4,13,3,-5,18,6,-4
190,,,,"Columbia-Moberly-Mexico, MO",Combined Statistical Area,213585,213588,214103,216889,219686,221671,223929,225718,227604,515,2786,2797,1985,2258,1789,1886,667,2713,2726,2797,2825,2659,2743,443,1466,1514,1686,1541,1603,1595,224,1247,1212,1111,1284,1056,1148,147,667,662,646,711,730,717,138,882,904,147,302,-13,-20,285,1549,1566,793,1013,717,697,6,-10,19,81,-39,16,41
190,17860,,,"Columbia, MO",Metropolitan Statistical Area,162642,162645,163201,166030,168746,171072,172906,174546,176594,556,2829,2716,2326,1834,1640,2048,493,2068,2119,2180,2191,2061,2119,296,942,953,1079,988,1036,1064,197,1126,1166,1101,1203,1025,1055,146,656,649,628,692,711,698,203,1056,881,535,-26,-133,255,349,1712,1530,1163,666,578,953,10,-9,20,62,-35,37,40
190,17860,,29019,"Boone County, MO",County or equivalent,162642,162645,163201,166030,168746,171072,172906,174546,176594,556,2829,2716,2326,1834,1640,2048,493,2068,2119,2180,2191,2061,2119,296,942,953,1079,988,1036,1064,197,1126,1166,1101,1203,1025,1055,146,656,649,628,692,711,698,203,1056,881,535,-26,-133,255,349,1712,1530,1163,666,578,953,10,-9,20,62,-35,37,40
190,33020,,,"Mexico, MO",Micropolitan Statistical Area,25529,25529,25462,25601,25627,25658,25952,26082,26021,-67,139,26,31,294,130,-61,90,362,336,336,345,329,348,103,279,290,302,277,292,278,-13,83,46,34,68,37,70,1,6,8,9,10,10,10,-55,41,-27,-12,225,93,-127,-54,47,-19,-3,235,103,-117,0,9,-1,0,-9,-10,-14
190,33020,,29007,"Audrain County, MO",County or equivalent,25529,25529,25462,25601,25627,25658,25952,26082,26021,-67,139,26,31,294,130,-61,90,362,336,336,345,329,348,103,279,290,302,277,292,278,-13,83,46,34,68,37,70,1,6,8,9,10,10,10,-55,41,-27,-12,225,93,-127,-54,47,-19,-3,235,103,-117,0,9,-1,0,-9,-10,-14
190,33620,,,"Moberly, MO",Micropolitan Statistical Area,25414,25414,25440,25258,25313,24941,25071,25090,24989,26,-182,55,-372,130,19,-101,84,283,271,281,289,269,276,44,245,271,305,276,275,253,40,38,0,-24,13,-6,23,0,5,5,9,9,9,9,-10,-215,50,-376,103,27,-148,-10,-210,55,-367,112,36,-139,-4,-10,0,19,5,-11,15
190,33620,,29175,"Randolph County, MO",County or equivalent,25414,25414,25440,25258,25313,24941,25071,25090,24989,26,-182,55,-372,130,19,-101,84,283,271,281,289,269,276,44,245,271,305,276,275,253,40,38,0,-24,13,-6,23,0,5,5,9,9,9,9,-10,-215,50,-376,103,27,-148,-10,-210,55,-367,112,36,-139,-4,-10,0,19,5,-11,15
192,,,,"Columbia-Orangeburg-Newberry, SC",Combined Statistical Area,897607,897480,899562,905772,912899,919831,927465,936536,943470,2082,6210,7127,6932,7634,9071,6934,2875,11093,11031,10885,10807,10875,10834,1888,7469,7484,8041,7860,8264,8451,987,3624,3547,2844,2947,2611,2383,438,1414,1804,1438,1481,1699,1422,639,1239,1847,2346,3219,4280,3273,1077,2653,3651,3784,4700,5979,4695,18,-67,-71,304,-13,481,-144
192,17900,,,"Columbia, SC",Metropolitan Statistical Area,767598,767477,769689,776543,783941,791746,799854,809771,817488,2212,6854,7398,7805,8108,9917,7717,2444,9463,9470,9366,9302,9430,9429,1563,5967,6075,6584,6417,6723,6892,881,3496,3395,2782,2885,2707,2537,424,1343,1762,1395,1433,1649,1372,888,2075,2301,3353,3751,5097,3900,1312,3418,4063,4748,5184,6746,5272,19,-60,-60,275,39,464,-92
192,17900,,45017,"Calhoun County, SC",County or equivalent,15175,15176,15107,15166,14915,15053,14862,14802,14796,-69,59,-251,138,-191,-60,-6,40,145,167,126,149,129,134,73,157,155,166,170,161,186,-33,-12,12,-40,-21,-32,-52,0,0,1,7,6,6,6,-35,50,-267,163,-176,-42,28,-35,50,-266,170,-170,-36,34,-1,21,3,8,0,8,12
192,17900,,45039,"Fairfield County, SC",County or equivalent,23956,23956,23841,23584,23393,23183,23018,22880,22653,-115,-257,-191,-210,-165,-138,-227,58,233,242,232,210,205,194,100,271,263,284,289,295,282,-42,-38,-21,-52,-79,-90,-88,1,21,18,28,31,31,31,-77,-243,-186,-180,-100,-86,-150,-76,-222,-168,-152,-69,-55,-119,3,3,-2,-6,-17,7,-20
192,17900,,45055,"Kershaw County, SC",County or equivalent,61697,61570,61682,62029,62206,62526,63100,63521,64097,112,347,177,320,574,421,576,192,725,709,705,727,715,739,195,548,593,698,595,681,740,-3,177,116,7,132,34,-1,8,36,36,37,34,35,33,102,153,34,241,445,318,553,110,189,70,278,479,353,586,5,-19,-9,35,-37,34,-9
192,17900,,45063,"Lexington County, SC",County or equivalent,262391,262396,263369,266417,269949,273373,277439,281555,286196,973,3048,3532,3424,4066,4116,4641,888,3296,3188,3327,3170,3226,3220,605,2174,2129,2267,2209,2341,2384,283,1122,1059,1060,961,885,836,84,395,329,301,339,376,356,600,1540,2146,1942,2635,2624,3402,684,1935,2475,2243,2974,3000,3758,6,-9,-2,121,131,231,47
192,17900,,45079,"Richland County, SC",County or equivalent,384504,384507,385791,389475,393501,397488,401337,406842,409549,1284,3684,4026,3987,3849,5505,2707,1212,4825,4893,4746,4793,4902,4888,564,2615,2722,2968,2946,3044,3108,648,2210,2171,1778,1847,1858,1780,332,875,1363,985,980,1157,902,295,682,535,1093,1055,2320,132,627,1557,1898,2078,2035,3477,1034,9,-83,-43,131,-33,170,-107
192,17900,,45081,"Saluda County, SC",County or equivalent,19875,19872,19899,19872,19977,20123,20098,20171,20197,27,-27,105,146,-25,73,26,54,239,271,230,253,253,254,26,202,213,201,208,201,192,28,37,58,29,45,52,62,-1,16,15,37,43,44,44,3,-107,39,94,-108,-37,-65,2,-91,54,131,-65,7,-21,-3,27,-7,-14,-5,14,-15
192,35140,,,"Newberry, SC",Micropolitan Statistical Area,37508,37508,37581,37516,37561,37487,37725,37896,38079,73,-65,45,-74,238,171,183,126,434,416,453,445,461,451,55,446,452,399,407,418,441,71,-12,-36,54,38,43,10,9,52,22,21,27,28,28,-2,-111,60,-158,175,80,158,7,-59,82,-137,202,108,186,-5,6,-1,9,-2,20,-13
192,35140,,45071,"Newberry County, SC",County or equivalent,37508,37508,37581,37516,37561,37487,37725,37896,38079,73,-65,45,-74,238,171,183,126,434,416,453,445,461,451,55,446,452,399,407,418,441,71,-12,-36,54,38,43,10,9,52,22,21,27,28,28,-2,-111,60,-158,175,80,158,7,-59,82,-137,202,108,186,-5,6,-1,9,-2,20,-13
192,36700,,,"Orangeburg, SC",Micropolitan Statistical Area,92501,92495,92292,91713,91397,90598,89886,88869,87903,-203,-579,-316,-799,-712,-1017,-966,305,1196,1145,1066,1060,984,954,270,1056,957,1058,1036,1123,1118,35,140,188,8,24,-139,-164,5,19,20,22,21,22,22,-247,-725,-514,-849,-707,-897,-785,-242,-706,-494,-827,-686,-875,-763,4,-13,-10,20,-50,-3,-39
192,36700,,45075,"Orangeburg County, SC",County or equivalent,92501,92495,92292,91713,91397,90598,89886,88869,87903,-203,-579,-316,-799,-712,-1017,-966,305,1196,1145,1066,1060,984,954,270,1056,957,1058,1036,1123,1118,35,140,188,8,24,-139,-164,5,19,20,22,21,22,22,-247,-725,-514,-849,-707,-897,-785,-242,-706,-494,-827,-686,-875,-763,4,-13,-10,20,-50,-3,-39
194,,,,"Columbus-Auburn-Opelika, GA-AL",Combined Statistical Area,469327,469997,471411,480850,493444,502150,502302,502630,501589,1414,9439,12594,8706,152,328,-1041,1666,6498,7000,6900,6885,6892,6769,867,3929,4011,4171,4222,4372,4471,799,2569,2989,2729,2663,2520,2298,406,1080,2566,1614,1526,1857,1378,195,5663,6864,4191,-4251,-4222,-4736,601,6743,9430,5805,-2725,-2365,-3358,14,127,175,172,214,173,19
194,12220,,,"Auburn-Opelika, AL",Metropolitan Statistical Area,140247,140296,140804,144123,148289,151411,154277,156767,158991,508,3319,4166,3122,2866,2490,2224,414,1631,1662,1828,1832,1892,1904,239,804,881,1043,1118,1093,1056,175,827,781,785,714,799,848,134,512,621,526,573,605,573,193,1932,2699,1769,1458,1057,769,327,2444,3320,2295,2031,1662,1342,6,48,65,42,121,29,34
194,12220,,1081,"Lee County, AL",County or equivalent,140247,140296,140804,144123,148289,151411,154277,156767,158991,508,3319,4166,3122,2866,2490,2224,414,1631,1662,1828,1832,1892,1904,239,804,881,1043,1118,1093,1056,175,827,781,785,714,799,848,134,512,621,526,573,605,573,193,1932,2699,1769,1458,1057,769,327,2444,3320,2295,2031,1662,1342,6,48,65,42,121,29,34
194,17980,,,"Columbus, GA-AL",Metropolitan Statistical Area,294865,295531,296506,302721,311071,316616,314029,311820,308755,975,6215,8350,5545,-2587,-2209,-3065,1171,4466,4945,4666,4628,4577,4446,548,2684,2655,2676,2650,2814,2939,623,1782,2290,1990,1978,1763,1507,265,537,1926,1071,934,1234,787,73,3816,4027,2352,-5592,-5328,-5350,338,4353,5953,3423,-4658,-4094,-4563,14,80,107,132,93,122,-9
194,17980,,1113,"Russell County, AL",County or equivalent,52947,52951,53305,54891,57626,59240,59282,58858,58172,354,1586,2735,1614,42,-424,-686,191,800,903,868,919,910,873,93,572,574,521,455,628,629,98,228,329,347,464,282,244,12,5,117,64,54,87,47,230,1313,2222,1202,-480,-788,-989,242,1318,2339,1266,-426,-701,-942,14,40,67,1,4,-5,12
194,17980,,13053,"Chattahoochee County, GA",County or equivalent,11267,11267,11178,11317,12632,12436,11956,11462,10922,-89,139,1315,-196,-480,-494,-540,53,225,308,268,219,236,199,1,38,32,34,34,27,25,52,187,276,234,185,209,174,70,115,513,248,202,293,161,-221,-168,515,-695,-878,-997,-889,-151,-53,1028,-447,-676,-704,-728,10,5,11,17,11,1,14
194,17980,,13145,"Harris County, GA",County or equivalent,32024,32026,32158,32365,32611,32632,32853,33212,33652,132,207,246,21,221,359,440,73,313,300,272,280,279,287,33,231,206,256,241,268,318,40,82,94,16,39,11,-31,0,9,19,9,4,5,2,92,103,138,-13,192,351,474,92,112,157,-4,196,356,476,0,13,-5,9,-14,-8,-5
194,17980,,13197,"Marion County, GA",County or equivalent,8742,8742,8743,8748,8736,8639,8693,8637,8524,1,5,-12,-97,54,-56,-113,24,102,98,81,94,87,84,32,75,88,60,77,58,80,-8,27,10,21,17,29,4,1,47,33,0,4,4,5,10,-81,-58,-109,37,-92,-130,11,-34,-25,-109,41,-88,-125,-2,12,3,-9,-4,3,8
194,17980,,13215,"Muscogee County, GA",County or equivalent,189885,190545,191122,195400,199466,203669,201245,199651,197485,577,4278,4066,4203,-2424,-1594,-2166,830,3026,3336,3177,3116,3065,3003,389,1768,1755,1805,1843,1833,1887,441,1258,1581,1372,1273,1232,1116,182,361,1244,750,670,845,572,-38,2649,1210,1967,-4463,-3802,-3816,144,3010,2454,2717,-3793,-2957,-3244,-8,10,31,114,96,131,-38
194,46740,,,"Valley, AL",Micropolitan Statistical Area,34215,34170,34101,34006,34084,34123,33996,34043,33843,-69,-95,78,39,-127,47,-200,81,401,393,406,425,423,419,80,441,475,452,454,465,476,1,-40,-82,-46,-29,-42,-57,7,31,19,17,19,18,18,-71,-85,138,70,-117,49,-155,-64,-54,157,87,-98,67,-137,-6,-1,3,-2,0,22,-6
194,46740,,1017,"Chambers County, AL",County or equivalent,34215,34170,34101,34006,34084,34123,33996,34043,33843,-69,-95,78,39,-127,47,-200,81,401,393,406,425,423,419,80,441,475,452,454,465,476,1,-40,-82,-46,-29,-42,-57,7,31,19,17,19,18,18,-71,-85,138,70,-117,49,-155,-64,-54,157,87,-98,67,-137,-6,-1,3,-2,0,22,-6
198,,,,"Columbus-Marion-Zanesville, OH",Combined Statistical Area,2308509,2308555,2313271,2331882,2350855,2373694,2400330,2423079,2443402,4716,18611,18973,22839,26636,22749,20323,7840,31035,31431,31966,32161,32071,32232,4326,18453,18657,19432,18941,20043,20570,3514,12582,12774,12534,13220,12028,11662,1170,5089,5527,5615,6196,6471,6352,56,1217,599,4694,7910,4220,3198,1226,6306,6126,10309,14106,10691,9550,-24,-277,73,-4,-690,30,-889
198,13340,,,"Bellefontaine, OH",Micropolitan Statistical Area,45858,45854,45765,45606,45444,45453,45532,45348,45165,-89,-159,-162,9,79,-184,-183,123,581,515,554,560,522,515,149,449,434,467,480,521,508,-26,132,81,87,80,1,7,1,8,12,12,16,15,15,-64,-290,-259,-114,13,-207,-189,-63,-282,-247,-102,29,-192,-174,0,-9,4,24,-30,7,-16
198,13340,,39091,"Logan County, OH",County or equivalent,45858,45854,45765,45606,45444,45453,45532,45348,45165,-89,-159,-162,9,79,-184,-183,123,581,515,554,560,522,515,149,449,434,467,480,521,508,-26,132,81,87,80,1,7,1,8,12,12,16,15,15,-64,-290,-259,-114,13,-207,-189,-63,-282,-247,-102,29,-192,-174,0,-9,4,24,-30,7,-16
198,15740,,,"Cambridge, OH",Micropolitan Statistical Area,40087,40091,40117,39862,39836,39627,39594,39269,39063,26,-255,-26,-209,-33,-325,-206,107,464,453,457,462,457,456,81,458,433,447,474,448,447,26,6,20,10,-12,9,9,0,3,9,11,14,15,15,2,-247,-50,-195,-32,-298,-214,2,-244,-41,-184,-18,-283,-199,-2,-17,-5,-35,-3,-51,-16
198,15740,,39059,"Guernsey County, OH",County or equivalent,40087,40091,40117,39862,39836,39627,39594,39269,39063,26,-255,-26,-209,-33,-325,-206,107,464,453,457,462,457,456,81,458,433,447,474,448,447,26,6,20,10,-12,9,9,0,3,9,11,14,15,15,2,-247,-50,-195,-32,-298,-214,2,-244,-41,-184,-18,-283,-199,-2,-17,-5,-35,-3,-51,-16
198,17060,,,"Chillicothe, OH",Micropolitan Statistical Area,78064,78062,78099,77576,77418,77274,77111,77162,77000,37,-523,-158,-144,-163,51,-162,182,776,911,808,902,851,893,171,841,820,824,747,826,818,11,-65,91,-16,155,25,75,7,33,23,18,22,24,24,23,-479,-274,-123,-302,8,-213,30,-446,-251,-105,-280,32,-189,-4,-12,2,-23,-38,-6,-48
198,17060,,39141,"Ross County, OH",County or equivalent,78064,78062,78099,77576,77418,77274,77111,77162,77000,37,-523,-158,-144,-163,51,-162,182,776,911,808,902,851,893,171,841,820,824,747,826,818,11,-65,91,-16,155,25,75,7,33,23,18,22,24,24,23,-479,-274,-123,-302,8,-213,30,-446,-251,-105,-280,32,-189,-4,-12,2,-23,-38,-6,-48
198,18140,,,"Columbus, OH",Metropolitan Statistical Area,1901974,1902003,1906516,1925857,1946428,1970123,1996809,2020144,2041520,4513,19341,20571,23695,26686,23335,21376,6682,26310,26646,27241,27444,27450,27625,3326,14209,14343,14967,14711,15646,16187,3356,12101,12303,12274,12733,11804,11438,1141,4969,5424,5497,6056,6319,6201,34,2414,2797,5924,8390,5180,4428,1175,7383,8221,11421,14446,11499,10629,-18,-143,47,0,-493,32,-691
198,18140,,39041,"Delaware County, OH",County or equivalent,174214,174189,175148,178526,181128,185225,189282,192884,196463,959,3378,2602,4097,4057,3602,3579,563,2106,2109,2175,2245,2138,2230,231,913,890,995,1020,1116,1154,332,1193,1219,1180,1225,1022,1076,83,263,292,293,318,332,321,529,1837,1095,2559,2376,2174,2078,612,2100,1387,2852,2694,2506,2399,15,85,-4,65,138,74,104
198,18140,,39045,"Fairfield County, OH",County or equivalent,146156,146177,146408,147328,147500,148900,150492,151326,152597,231,920,172,1400,1592,834,1271,417,1608,1661,1727,1643,1589,1593,244,1101,1135,1184,1201,1266,1346,173,507,526,543,442,323,247,20,103,155,143,149,155,153,46,255,-513,636,1012,259,926,66,358,-358,779,1161,414,1079,-8,55,4,78,-11,97,-55
198,18140,,39049,"Franklin County, OH",County or equivalent,1163414,1163529,1166371,1180021,1197640,1214774,1233388,1250269,1264518,2842,13650,17619,17134,18614,16881,14249,4494,17882,18168,18603,18853,18852,18942,1982,8627,8658,9001,8779,9459,9784,2512,9255,9510,9602,10074,9393,9158,1011,4438,4730,4826,5342,5574,5476,-658,300,3339,2761,3692,2040,226,353,4738,8069,7587,9034,7614,5702,-23,-343,40,-55,-494,-126,-611
198,18140,,39073,"Hocking County, OH",County or equivalent,29380,29375,29468,29481,29304,28612,28722,28474,28340,93,13,-177,-692,110,-248,-134,83,317,307,334,318,288,294,42,311,298,318,310,306,302,41,6,9,16,8,-18,-8,0,4,4,4,4,5,5,53,0,-194,-557,109,-242,-108,53,4,-190,-553,113,-237,-103,-1,3,4,-155,-11,7,-23
198,18140,,39089,"Licking County, OH",County or equivalent,166492,166492,166736,167241,167765,168573,169517,170759,172198,244,505,524,808,944,1242,1439,499,1960,1962,1953,1952,2085,2092,353,1445,1509,1505,1510,1566,1595,146,515,453,448,442,519,497,10,65,128,110,114,119,117,90,-67,-41,216,431,607,880,100,-2,87,326,545,726,997,-2,-8,-16,34,-43,-3,-55
198,18140,,39097,"Madison County, OH",County or equivalent,43435,43430,43393,43065,42968,43242,43954,44103,43419,-37,-328,-97,274,712,149,-684,89,433,431,405,440,423,426,119,376,375,433,383,364,392,-30,57,56,-28,57,59,34,7,45,42,46,51,51,48,-14,-428,-199,242,613,57,-757,-7,-383,-157,288,664,108,-709,0,-2,4,14,-9,-18,-9
198,18140,,39117,"Morrow County, OH",County or equivalent,34827,34827,34818,34901,34972,34973,35089,35091,35036,-9,83,71,1,116,2,-55,95,372,414,394,382,363,373,95,307,300,318,307,306,319,0,65,114,76,75,57,54,0,5,4,3,3,5,5,-8,-29,-47,-88,51,-29,-117,-8,-24,-43,-85,54,-24,-112,-1,42,0,10,-13,-31,3
198,18140,,39127,"Perry County, OH",County or equivalent,36058,36039,36035,36207,35991,35977,35886,35952,35927,-4,172,-216,-14,-91,66,-25,105,450,405,426,427,444,428,108,322,357,309,372,372,382,-3,128,48,117,55,72,46,1,0,3,5,7,7,7,-3,66,-271,-125,-144,2,-57,-2,66,-268,-120,-137,9,-50,1,-22,4,-11,-9,-15,-21
198,18140,,39129,"Pickaway County, OH",County or equivalent,55698,55678,55723,55961,56326,56416,56742,56971,57565,45,238,365,90,326,229,594,172,577,589,619,594,622,614,98,480,504,551,472,538,567,74,97,85,68,122,84,47,2,5,15,14,14,16,16,-34,135,274,1,219,103,547,-32,140,289,15,233,119,563,3,1,-9,7,-29,26,-16
198,18140,,39159,"Union County, OH",County or equivalent,52300,52267,52416,53126,52834,53431,53737,54315,55457,149,710,-292,597,306,578,1142,165,605,600,605,590,646,633,54,327,317,353,357,353,346,111,278,283,252,233,293,287,7,41,51,53,54,55,53,33,345,-646,279,31,209,810,40,386,-595,332,85,264,863,-2,46,20,13,-12,21,-8
198,32020,,,"Marion, OH",Micropolitan Statistical Area,66501,66501,66454,66547,66229,65885,65656,65232,65096,-47,93,-318,-344,-229,-424,-136,192,809,779,779,745,696,693,186,623,697,719,681,746,710,6,186,82,60,64,-50,-17,5,17,6,8,8,10,10,-57,-76,-407,-405,-274,-386,-104,-52,-59,-401,-397,-266,-376,-94,-1,-34,1,-7,-27,2,-25
198,32020,,39101,"Marion County, OH",County or equivalent,66501,66501,66454,66547,66229,65885,65656,65232,65096,-47,93,-318,-344,-229,-424,-136,192,809,779,779,745,696,693,186,623,697,719,681,746,710,6,186,82,60,64,-50,-17,5,17,6,8,8,10,10,-57,-76,-407,-405,-274,-386,-104,-52,-59,-401,-397,-266,-376,-94,-1,-34,1,-7,-27,2,-25
198,34540,,,"Mount Vernon, OH",Micropolitan Statistical Area,60921,60930,61087,61285,60790,60843,60970,60973,60814,157,198,-495,53,127,3,-159,187,675,736,739,694,719,697,121,616,638,623,569,576,628,66,59,98,116,125,143,69,4,12,11,11,12,14,14,82,146,-621,-74,28,-157,-218,86,158,-610,-63,40,-143,-204,5,-19,17,0,-38,3,-24
198,34540,,39083,"Knox County, OH",County or equivalent,60921,60930,61087,61285,60790,60843,60970,60973,60814,157,198,-495,53,127,3,-159,187,675,736,739,694,719,697,121,616,638,623,569,576,628,66,59,98,116,125,143,69,4,12,11,11,12,14,14,82,146,-621,-74,28,-157,-218,86,158,-610,-63,40,-143,-204,5,-19,17,0,-38,3,-24
